År	Län	Distance from station	Graderingsdatum	Mjöldagg % ang blad 1–3	Kornets bladfläcksjuka % ang blad 1–3	Sköldfläcksjuka % ang blad 1–3	Kornrost % ang blad 1–3	Trips antal/strå	Trips % ang bladslidor	Havrebladlus antal/strå	Sädesbladlus antal/strå	Svartpricksjuka % ang blad 1–3	Trips antal/planta	Bladlus antal/blad	Gröna löss antal/25 pl	Stritnymfer antal/blad	Vetets bladfläcksjuka % ang blad 1–3	Stråknäckare index	Primär angrepp % ang plantor	Bladmögel % ang plantor	Rotbrand ang pl/10 pl	Apotecier A antal/25 skl	Apotecier C antal/25 skl	Ärtvecklare antal/fälla	Bladmögel % ang bladyta	Bladfläcksvampar % ang blad 1–3	Betfluga 0–5	Jordburna insekter ang pl/10 pl	Fusarium % ang plantor	Rapsbagge antal/planta	Betrost % angripna blad	Stritar antal/dygn/fälla1	Stritar antal/dygn/fälla2	Betfluga ang pl/25 pl	Mjöldagg % angripna blad	Ärtbladlus antal/toppskott	Blygrå rapsvivel antal/planta	Längd cm	Cercospora % angripna blad	Stinkfly antal/blad	Betbladlus ang pl/25 pl	Svamp totalt % angripna blad	Ärtvivel % angripna blad	Planttäthet antal/100m	Alternaria % ang bladyta	Minerarfluga-stick % ang blad 1–3	Apotecier B antal/25 skl	Bipolaris % ang plantor	Apotecier D antal/25 skl	Jordloppor ang pl/25 pl	Bladmögel % angripna blad	Fritfluga % ang plantor	Jordloppor antal/meter	Brunrost % ang blad 1–3	Gräsbladlus antal/strå	Trips ang pl/25 pl	Vattentillgång 0–5	Gulrost % ang blad 1–3	Betbladlus antal/planta	Trips antal/toppskott	Kronrost % ang blad 1–3	Ramularia % angripna blad	Jordloppor % ang plantor	Nederbörd mm	Fjärilslarver % angripna blad
2007	Skåne län	10-20	2007-05-21	0						0	0,01	0,01					0									0,01																												0	0			0						0	
2007	Skåne län	10-20	2007-05-28	2						0	0	0					0									2																												0	0			0						5	
2007	Skåne län	10-20	2007-06-04	0						0	0,16	6					0									6																												0	0			0						0,5	
2007	Skåne län	10-20	2007-06-18	2						0,08	1,52	16					0									16																												0	0			0						0,5	
2007	Skåne län	10-20	2007-06-25	6						0	0,72	26					0									26																												0	0			0						28	
2007	Skåne län	10-20	2007-07-02	30						0	0,16	50					2									50																												0	0,16			0						55	
2007	Skåne län	20-30	2007-04-16	0	15	0	30	0	0	0	0																																												0										
2007	Skåne län	20-30	2007-04-30	0	15	0,01	40																																																										
2007	Skåne län	20-30	2007-04-16									25																																																					
2007	Skåne län		2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-07	0	0,01	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-14	0	0,01	0	0			0	0								0																											0									0										
2007	Skåne län		2007-05-21	6	1	0	0			0	0								0																											0									0										
2007	Skåne län		2007-05-28	0	2	0	0			0,2	0																																												0										
2007	Skåne län		2007-06-04	0	4	0	0			0	0																																												0										
2007	Skåne län		2007-06-11	0	6	0	6			0,01	0																																												0										
2007	Skåne län		2007-06-18	0	10	0	50			0	0																																												0										
2007	Skåne län		2007-06-25	0	40	4	90																																																										
2007	Skåne län		2007-07-02	0	50	2	90			0	0																																												0										
2007	Skåne län	10-20	2007-04-23	0						0	0								0							0																										0			0						0				
2007	Skåne län	10-20	2007-05-07	0						0	0								0							0																										0			0						0				
2007	Skåne län	10-20	2007-05-14	0						0	0								0							0																										0			0						0				
2007	Skåne län	10-20	2007-05-21	0						0	0,04								0							0																										0			0						0				
2007	Skåne län	10-20	2007-05-28	0						0,1	0															0																													0						0				
2007	Skåne län	10-20	2007-06-04	0						0,01	0															18																													0						0				
2007	Skåne län	10-20	2007-06-11	0						1	0															22																													0						0				
2007	Skåne län	10-20	2007-06-18	0						0	0															18																													0						0				
2007	Skåne län	10-20	2007-06-25	0						0	0															20																													0						0				
2007	Skåne län	10-20	2007-07-02	0						0	0															20																													0						0				
2007	Skåne län	20-30	2007-04-30	0	20	0	0																																																										
2007	Skåne län	20-30	2007-04-16									25																																																					
2007	Skåne län		2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-07	0	0,01	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-14	0	0,01	0	0			0	0								0																											0									0										
2007	Skåne län		2007-05-21	0	2	10	0												0																																														
2007	Skåne län		2007-05-28	0	2	6	2			0	0																																												0										
2007	Skåne län		2007-06-04	0	8	4	6																																																										
2007	Skåne län		2007-06-11	0	10	2	4																																																										
2007	Skåne län		2007-06-18	0	30	0	8																																																										
2007	Skåne län		2007-06-25	4	80	6	40																																																										
2007	Skåne län		2007-07-02	0	80	0	70																																																										
2007	Skåne län	10-20	2007-04-23	0						0	0								0							0																										0			0						0				
2007	Skåne län	10-20	2007-05-07	0						0	0								0							0																										0			0						0				
2007	Skåne län	10-20	2007-05-14	0						0	0								0							0																										0			0						0				
2007	Skåne län	10-20	2007-05-21	0																						0																																			0				
2007	Skåne län	10-20	2007-05-28	0																						0																																			0				
2007	Skåne län	10-20	2007-06-04	0																						2																																			0				
2007	Skåne län	10-20	2007-06-11	0																						0																																			0				
2007	Skåne län	10-20	2007-06-18	0																						6																																			0				
2007	Skåne län	10-20	2007-06-25	0																						16																																			0				
2007	Skåne län	10-20	2007-07-02	0																						20																																			0				
2007	Skåne län	20-30	2007-04-30	0	15	0,01	0																																																										
2007	Skåne län		2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-07	0	6	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-14	0	4	0	0			0	0								0																											0									0										
2007	Skåne län		2007-05-21	0	2	0	0																																																										
2007	Skåne län		2007-05-28	0	6	0	0																																																										
2007	Skåne län		2007-06-04	0	8	0	0																																																										
2007	Skåne län		2007-06-11	0	10	0	0																																																										
2007	Skåne län		2007-06-18	0	26	0	8																																																										
2007	Skåne län		2007-06-25	0	30	4	14																																																										
2007	Skåne län		2007-07-02	0	80	0	90																																																										
2007	Skåne län	10-20	2007-04-23	0						0	0								0							0																										0			0						0				
2007	Skåne län	10-20	2007-05-07	0						0	0								0							0																										0			0						0				
2007	Skåne län	10-20	2007-05-14	0						0	0								0							0,01																										0			0						0				
2007	Skåne län	10-20	2007-05-21	0																						0,01																																			0				
2007	Skåne län	10-20	2007-05-28	0																						0,01																																			0				
2007	Skåne län	10-20	2007-06-04	0																						10																																			0				
2007	Skåne län	10-20	2007-06-11	0																						4																																			0				
2007	Skåne län	10-20	2007-06-18	0																						6																																			0				
2007	Skåne län	10-20	2007-06-25	0																						10																																			0				
2007	Skåne län	10-20	2007-07-02	0																						12																																			0				
2007	Skåne län		2007-04-16									25																																																					
2007	Skåne län		2007-04-23	0						0	0	30					0									30																												0	0			0							
2007	Skåne län		2007-05-07	0						0	0	30					0									30																												0	0			0						2	
2007	Skåne län		2007-05-14	0						0	0	10					0									10																												0	0			0						23,5	
2007	Skåne län		2007-05-21	0						0	0,08	6					0									6																												0	0			0						30,5	
2007	Skåne län		2007-05-28	0						0	0	8					0									8																												0	0			0							
2007	Skåne län		2007-06-04	0						0,01	0	16					0									16																												0	0			0						34	
2007	Skåne län		2007-06-11	0						0,1	0	25					0									25																												4	0			0						0	
2007	Skåne län		2007-06-18	0						0	0	80					0									80																												6	0			0						36	
2007	Skåne län		2007-06-25									100														100																												100										55	
2007	Skåne län		2007-07-02	0						0	0	100					0									100																												100	0			0						50	
2007	Skåne län		2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-07	0	2	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-14	0	10	0	0			0	0								0																											0									0										
2007	Skåne län		2007-05-21	0	6	0,01	0																																																										
2007	Skåne län		2007-05-28	4	2	0	2																																																										
2007	Skåne län		2007-06-04	2	4	0	0																																																										
2007	Skåne län		2007-06-11	0	4	0	4																																																										
2007	Skåne län		2007-06-18	16	6	0	8																																																										
2007	Skåne län		2007-06-25	20	18	0	70			0	0																																												0										
2007	Skåne län		2007-07-02	10	60	0	90																																																										
2007	Skåne län	10-20	2007-04-23	0						0	0								0							0																										0			0						0				
2007	Skåne län	10-20	2007-05-07	0						0	0								0							0																										0			0						0				
2007	Skåne län	10-20	2007-05-14	0						0	0								0							0																										0			0						0				
2007	Skåne län	10-20	2007-05-21	0																						0																																			0				
2007	Skåne län	10-20	2007-05-28	0																						0																																			0				
2007	Skåne län	10-20	2007-06-04	0																						4																																			0				
2007	Skåne län	10-20	2007-06-11	0																						2																																			0				
2007	Skåne län	10-20	2007-06-18	0																						4																																			0				
2007	Skåne län	10-20	2007-06-25	0																						8																																			0				
2007	Skåne län	10-20	2007-07-02	10																						10																																			0				
2007	Skåne län		2007-04-16									30																																																					
2007	Skåne län		2007-04-23	0						0	0	30					0									30																												0	0			0							
2007	Skåne län		2007-05-07	0						0	0	21					0									21																												0	0			0						2	
2007	Skåne län		2007-05-14	0						0	0	8					0									8																												0	0			0						23,5	
2007	Skåne län		2007-05-21	0								10					0									10																												0				0							
2007	Skåne län		2007-05-28	0						0	0	10					0									10																												2	0			0							
2007	Skåne län		2007-06-04	0								10					0									10																												0				0							
2007	Skåne län		2007-06-11	0								12					0									12																												0				0							
2007	Skåne län		2007-06-25									100														100																												100											
2007	Skåne län		2007-07-02	0								100					0									100																												100				0							
2007	Skåne län		2007-04-16									25																																																					
2007	Skåne län		2007-04-23	0						0	0	25					0									25																												0	0			0							
2007	Skåne län		2007-05-07	0						0	0	16					0									16																												0	0			0						2	
2007	Skåne län		2007-05-14	0						0	0	6					0									6																												0	0			0						23,5	
2007	Skåne län		2007-05-21	0								8					0									8																												0				0							
2007	Skåne län		2007-05-28	0								10					0									10																												0				0							
2007	Skåne län		2007-06-04	0								10					0									10																												0				0							
2007	Skåne län		2007-06-11	0								20					0									20																												0				0							
2007	Skåne län		2007-06-18	0								90					0									90																												0				0							
2007	Skåne län		2007-06-25									100														100																												100											
2007	Skåne län		2007-07-02	0								100					0									100																												100				0							
2007	Skåne län		2007-04-16									25																																																					
2007	Skåne län		2007-04-23	0						0	0	30					0									30																												0	0			0							
2007	Skåne län		2007-05-07	0						0	0	21					0									21																												0	0			0						2	
2007	Skåne län		2007-05-14	0						0	0	12					0									12																												0	0			0						23,5	
2007	Skåne län		2007-05-21	0								6					0									6																												0				0							
2007	Skåne län		2007-05-28	0								6					0									6																												0				0							
2007	Skåne län		2007-06-04	0								8					0									8																												0				0							
2007	Skåne län		2007-06-11	0								16					0									16																												4				0							
2007	Skåne län		2007-06-18	0								56					0									56																												8				0							
2007	Skåne län		2007-06-25									100														100																												100											
